2.000000,2.821809
2.897393,3.856682
3.479922,3.246982
3.748492,-3.893342
6.474536,3.349601
9.132315,-8.337213
10.848447,8.205093
10.918863,3.050114
12.763389,7.245973
13.515739,14.951525
14.689168,13.760740
16.509571,4.642544
18.218868,24.790012
19.171049,-0.400761
20.025215,6.479307
21.400177,19.854454
21.569391,11.125883
22.795364,28.014393
22.899342,22.884398
23.433542,16.173128
23.680166,29.997429
25.958601,-2.327682
26.373842,12.758755
26.452126,21.410944
27.749022,21.003860
27.891226,11.839691
28.750443,24.565151
29.093235,9.795811
30.384136,23.240641
31.161942,34.389046
31.990141,16.797588
35.035110,14.098989
35.367943,20.913260
36.806328,31.188200
37.590714,29.315950
38.200848,39.687031
39.307381,0.726257
40.219692,34.794388
40.691673,32.445019
40.708920,24.564486
40.915520,11.849643
42.486462,40.414959
44.762558,41.313694
45.841480,32.126926
46.062630,16.505497
46.988365,30.179314
48.887394,31.215822
49.085690,35.132389
50.548023,22.916759
50.653431,31.919434
51.677811,22.546043
52.087742,27.538296
53.530994,20.787716
55.565948,31.396694
56.091934,43.457050
57.409027,31.468536
58.085564,33.028656
58.242226,52.160618
58.601028,47.225121
58.736195,33.877468
59.595692,44.534561
60.118397,43.156281
60.827374,45.056198
62.645000,29.045231
64.784485,48.901833
65.676437,36.638569
67.842522,32.294579
67.891258,55.440926
69.175964,38.852650
71.529533,38.114311
73.446609,40.531029
74.902786,48.780205
75.009674,50.211937
75.139687,48.860691
75.416359,38.456894
75.823914,55.111954
77.910370,50.724991
78.994865,54.558064
79.455063,51.969498
80.821785,67.738373
84.595398,53.365044
84.988335,45.295593
86.413635,48.987301
87.913475,52.903751
88.413239,54.368748
89.114792,44.308670
89.343025,50.963848
89.885025,58.752090
89.956856,55.086201
91.093178,52.806488
93.295334,45.071903
94.271469,47.492550
94.782913,70.345856
94.976753,50.819447
95.439507,68.639030
95.648453,62.379223
96.354820,66.000107
96.720314,59.379162
96.923203,44.421848
97.024139,60.148426
97.661125,69.924858
98.747726,57.121819
98.770103,55.396637
98.938522,38.170700
100.277855,70.649902
100.347420,57.398800
100.813507,60.284477
101.499557,53.768147
103.084023,63.553795
103.468086,59.333527
104.472221,63.069237
104.569366,58.800674
105.855049,59.084248
106.190483,70.834541
107.455467,54.782482
108.060150,67.589714
108.405128,57.463608
108.629944,60.470295
110.014214,66.393692
110.031860,71.654716
110.062035,63.446453
110.515411,82.815575
118.295334,68.987518
120.365906,74.148216
121.361366,87.015190
121.388481,73.496201
122.227737,70.597672
122.732117,72.886726
122.972130,58.620304
125.018105,75.995598
125.553505,60.343185
126.722137,73.821632
127.320190,73.175865
127.585777,50.335690
127.706482,70.501648
127.888237,81.615654
128.191650,76.798401
128.396500,56.483044
128.410309,51.263145
129.246597,67.476242
129.267807,47.375092
131.345169,52.366440
131.862152,74.439079
132.214417,82.188942
132.976929,71.649086
133.294159,80.660126
135.266342,81.666451
136.202835,87.446953
139.042374,59.315220
140.044739,74.856720
140.543915,84.686363
141.095627,70.092796
141.485382,71.893425
144.209961,61.201736
144.968979,47.882515
146.106689,76.225700
146.125519,99.018845
146.194473,70.389381
150.600327,64.601204
152.990616,62.941780
153.433319,73.847641
154.571152,92.961594
155.842361,61.165085
156.663162,66.770691
156.674484,76.710487
159.071671,66.496964
159.098328,74.592140
159.296814,86.074730
159.853134,68.614586
161.802582,67.184410
164.570496,96.544235
164.813599,80.826187
166.585602,80.176788
168.319473,92.569977
168.684464,76.658127
168.832962,73.410507
168.917862,71.600502
169.014648,71.065941
169.975922,70.838570
170.943237,63.499207
172.080185,75.053291
173.383057,67.347122
173.555328,71.067032
173.632950,59.903030
173.639099,83.416885
173.843170,54.145763
174.469864,57.285851
175.480804,76.023705
177.036560,83.426170
177.273376,63.723995
178.731735,65.046265
179.597305,76.502571
180.672546,72.001320
180.803711,52.822620
181.497650,85.001579
182.080780,46.482883
183.798660,61.033306
183.905670,86.108910
185.175262,61.243916
188.462326,90.693985
188.696014,64.075317
189.385788,73.908417
191.126251,69.283623
191.575012,54.406799
193.619659,67.643913
196.275986,59.715157
197.820267,59.341351
197.954056,54.134552
199.622787,59.845985
203.071014,60.647961
203.174606,52.941925
204.589798,48.688663
205.775681,74.141953
206.624176,58.385601
207.432724,69.021935
209.103912,53.828766
210.021973,74.014587
210.256439,68.464584
211.080444,41.535610
211.564621,58.685406
211.794632,46.050716
214.885681,79.136887
215.744003,42.442593
216.022003,73.611526
216.381760,65.858315
219.027695,66.325859
220.471191,51.992256
223.806152,45.621960
224.396469,69.666611
224.783020,49.405521
225.022156,61.000793
225.409393,68.366142
225.445511,54.993839
226.058212,54.179653
226.795227,47.937012
226.860672,60.258358
228.346497,57.636589
229.507462,71.703583
231.732681,60.997124
231.989441,64.331772
232.110886,41.613327
232.448242,43.027164
233.270721,60.433933
233.658218,67.261078
233.939835,54.072571
235.102921,49.370243
235.159302,46.063534
235.221725,43.784966
236.333817,50.834560
236.614182,41.844212
236.951965,44.529503
238.693710,58.887596
238.756592,67.196617
238.998474,52.828125
239.382584,55.344284
240.111542,60.818783
240.208038,33.616367
240.821411,46.550365
240.853302,45.194267
241.780884,50.871429
242.022003,55.346436
244.313446,52.532055
245.070145,50.052208
245.813797,49.881706
246.536194,50.041199
247.261780,40.106033
247.433075,41.858578
248.285156,39.803898
248.797638,61.416901
250.697678,38.987759
251.325653,32.613350
251.468674,51.606632
252.307251,50.232849
253.433655,30.142113
253.944473,38.129723
255.967499,42.817062
257.347321,51.036694
257.517242,35.818081
258.232910,32.184509
259.202393,25.472168
260.635223,29.174637
262.884186,32.671257
264.843811,27.453266
264.890900,35.110958
265.892395,40.201660
266.421173,43.754852
267.356384,43.784088
267.752747,12.990095
268.299774,36.042637
